method,task_id,seed,flow_step,t,lambda_pov,raw_velocity_norm,endpoint_constraint_violation_before_projection,endpoint_goal_error,endpoint_min_clearance,projection_called,projection_solver_success,projection_solver_status,projection_solver_iterations,projection_runtime_sec,projection_total_runtime_sec,correction_norm,normalized_correction_norm,velocity_change_norm,goal_error_before_projection,goal_error_after_projection,min_clearance_before_projection,min_clearance_after_projection,violation_before_projection,violation_after_projection,projection_error,endpoint_feasible,adaptive_trigger,trigger_collision,trigger_joint,trigger_velocity,trigger_acceleration,diagnostic_last_step_suppressed
ORIGINAL_SAFEFLOWMPC,0,0,5,0.7142857142857143,0.0,9.268518447875977,1.2442843731880189,0.4815863231024513,0.0903589205390105,1.0,1.0,0.0,1,0.0041691970545798,0.004787852987647,0.8631419154908557,0.0,0.0,0.4815863231024513,0.6579961540035529,0.0903589205390105,0.1135006999778776,1.2442843731880189,0.0,,0.0,0.0,,,,,0.0
ORIGINAL_SAFEFLOWMPC,0,0,6,0.8571428571428571,0.0,12.627799034118652,0.200129311943054,0.5083899679847141,0.0895093738178913,1.0,1.0,0.0,1,0.004101684957277,0.004711880988907,1.315908691617469,0.0,0.0,0.5083899679847141,0.6078547188251207,0.0895093738178913,0.0997941785368548,0.200129311943054,0.0003317510597071,,0.0,0.0,,,,,0.0
POV_L05_ALWAYS,0,0,0,0.0,0.5,18.521711349487305,14.858668309116364,0.4599528407096848,0.0575940937551297,1.0,1.0,0.0,2,0.020665930933319,0.1868902199785225,3.296261463642977,3.2962613105773926,1.6481306552886963,0.4599528407096848,0.557340788311154,0.0575940937551297,0.0919073296888187,14.858668309116364,0.0,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,0,1,0.1428571428571428,0.5,18.52440452575684,12.612890463733674,0.4696669896230639,0.0581941938026567,1.0,1.0,0.0,2,0.0206779700238257,0.1891430679825134,3.42950477348053,4.001089096069336,2.000544548034668,0.4696669896230639,0.5641663276876543,0.0581941938026567,0.0842910159967698,12.612890463733674,0.0,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,0,2,0.2857142857142857,0.5,18.6879825592041,10.91930822696686,0.4712944982785948,0.0605407978122855,1.0,1.0,0.0,3,0.030908344022464,0.2771970289759338,2.562671817095431,3.587740421295166,1.7938703298568726,0.4712944982785948,0.3524974341709879,0.0605407978122855,0.060053258733117,10.91930822696686,0.0041546391422726,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,0,3,0.4285714285714285,0.5,18.782440185546875,8.988974851036073,0.4691207126238453,0.060970760232628,1.0,1.0,0.0,2,0.0205831980565562,0.1854978839983232,3.867710781744503,6.76849365234375,3.384246826171875,0.4691207126238453,0.4916213315205275,0.060970760232628,0.1091737003855463,8.988974851036073,0.0,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,0,4,0.5714285714285714,0.5,19.23984909057617,6.836444300079346,0.4655381332485886,0.0604604788545953,1.0,1.0,0.0,2,0.0197665870073251,0.1830650909687392,4.635167103524798,10.815389633178713,5.407694816589356,0.4655381332485886,0.5466687214577906,0.0604604788545953,0.1102421754534076,6.836444300079346,0.0043018710837823,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,0,5,0.7142857142857143,0.5,19.83403205871582,4.836642306709289,0.4683599226586313,0.0625421558184563,1.0,1.0,0.0,2,0.0207697129226289,0.1858457429916598,3.194014224630812,11.179049491882324,5.589524745941162,0.4683599226586313,0.603868443356408,0.0625421558184563,0.1387973428279033,4.836642306709289,0.0048102760412866,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,0,6,0.8571428571428571,0.5,18.771015167236328,2.8509825583934783,0.4717242318737452,0.0648437668316848,1.0,1.0,0.0,1,0.010570282000117,0.0923887229873798,2.072847797694603,14.509934425354004,7.254967212677002,0.4717242318737452,0.4624122206669783,0.0648437668316848,0.060158951618506,2.8509825583934783,0.0,,0.0,1.0,,,,,0.0
POV_L05_ADAPTIVE,0,0,0,0.0,0.5,18.521711349487305,14.858668309116364,0.4599528407096848,0.0575940937551297,1.0,1.0,0.0,2,0.0204735560109838,0.1839050939888693,3.296261463642977,3.2962613105773926,1.6481306552886963,0.4599528407096848,0.557340788311154,0.0575940937551297,0.0919073296888187,14.858668309116364,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,0,1,0.1428571428571428,0.5,18.52440452575684,12.612890463733674,0.4696669896230639,0.0581941938026567,1.0,1.0,0.0,2,0.0203639629762619,0.183395650004968,3.42950477348053,4.001089096069336,2.000544548034668,0.4696669896230639,0.5641663276876543,0.0581941938026567,0.0842910159967698,12.612890463733674,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,0,2,0.2857142857142857,0.5,18.6879825592041,10.91930822696686,0.4712944982785948,0.0605407978122855,1.0,1.0,0.0,3,0.0289231519564054,0.2734263630118221,2.562671817095431,3.587740421295166,1.7938703298568726,0.4712944982785948,0.3524974341709879,0.0605407978122855,0.060053258733117,10.91930822696686,0.0041546391422726,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,0,3,0.4285714285714285,0.5,18.782440185546875,8.988974851036073,0.4691207126238453,0.060970760232628,1.0,1.0,0.0,2,0.0222789619583636,0.1861029490246437,3.867710781744503,6.76849365234375,3.384246826171875,0.4691207126238453,0.4916213315205275,0.060970760232628,0.1091737003855463,8.988974851036073,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,0,4,0.5714285714285714,0.5,19.23984909057617,6.836444300079346,0.4655381332485886,0.0604604788545953,1.0,1.0,0.0,2,0.020078515051864,0.1859382149996236,4.635167103524798,10.815389633178713,5.407694816589356,0.4655381332485886,0.5466687214577906,0.0604604788545953,0.1102421754534076,6.836444300079346,0.0043018710837823,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,0,5,0.7142857142857143,0.5,19.83403205871582,4.836642306709289,0.4683599226586313,0.0625421558184563,1.0,1.0,0.0,2,0.0208037749980576,0.1858486530254595,3.194014224630812,11.179049491882324,5.589524745941162,0.4683599226586313,0.603868443356408,0.0625421558184563,0.1387973428279033,4.836642306709289,0.0048102760412866,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,0,6,0.8571428571428571,0.5,18.771015167236328,2.8509825583934783,0.4717242318737452,0.0648437668316848,1.0,1.0,0.0,1,0.0106398439966142,0.0925012750085443,2.072847797694603,14.509934425354004,7.254967212677002,0.4717242318737452,0.4624122206669783,0.0648437668316848,0.060158951618506,2.8509825583934783,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,0,0,0.0,0.25,18.521711349487305,14.858668309116364,0.4599528407096848,0.0575940937551297,1.0,1.0,0.0,2,0.0205359980463981,0.1842350919614546,3.296261463642977,3.2962613105773926,0.8240653276443481,0.4599528407096848,0.557340788311154,0.0575940937551297,0.0919073296888187,14.858668309116364,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,0,1,0.1428571428571428,0.25,18.49076271057129,12.449136536979676,0.4683808768299652,0.0581858420711843,1.0,1.0,0.0,2,0.0205459870630875,0.1837394580361433,3.078540102213383,3.591629981994629,0.897907555103302,0.4683808768299652,0.5575962947098785,0.0581858420711843,0.0699633721306213,12.449136536979676,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,0,2,0.2857142857142857,0.25,18.57188034057617,10.487843316459657,0.4697968786848891,0.0606890425736523,1.0,1.0,0.0,2,0.0205151360132731,0.1836822179611772,3.4691613385937883,4.856825828552246,1.214206337928772,0.4697968786848891,0.540801268243582,0.0606890425736523,-0.0159191073292125,10.487843316459657,0.0159191073292125,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,0,3,0.4285714285714285,0.25,18.647201538085938,7.930203240776062,0.4681561140626605,0.0623571633407396,1.0,1.0,0.0,2,0.0206706600147299,0.183945013966877,4.045717062515893,7.080004692077637,1.7700011730194092,0.4681561140626605,0.5024287185982339,0.0623571633407396,0.0859312210293865,7.930203240776062,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,0,4,0.5714285714285714,0.25,18.88291931152344,6.076909166240692,0.4666150406865786,0.0630265003824052,1.0,1.0,0.0,2,0.0203255819506011,0.1862862139823846,4.128867140813365,9.63402271270752,2.408505916595459,0.4666150406865786,0.4487042034556132,0.0630265003824052,0.023480421449666,6.076909166240692,0.0041546418539102,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,0,5,0.7142857142857143,0.25,19.01834297180176,4.057016980314255,0.4648245187671971,0.0653691805544236,1.0,1.0,0.0,2,0.0194454190204851,0.1822690109838731,2.904011488023162,10.164039611816406,2.5410099029541016,0.4648245187671971,0.3588352494182922,0.0653691805544236,0.054516100586281,4.057016980314255,0.0041546632085638,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,0,6,0.8571428571428571,0.25,19.418731689453125,3.723836403751373,0.4653642022813815,0.0611237852595106,1.0,1.0,0.0,1,0.0103290650295093,0.0918381380033679,2.1155470813092943,14.808830261230469,3.702207326889038,0.4653642022813815,0.4633003263038619,0.0611237852595106,0.0570927718461159,3.723836403751373,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
GOAL_AWARE_FINAL_PROJECTION,0,0,0,0.0,0.0,18.521711349487305,14.858668309116364,0.4599528407096848,0.0575940937551297,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
GOAL_AWARE_FINAL_PROJECTION,0,0,1,0.1428571428571428,0.0,18.458784103393555,12.181367438697816,0.4680838611472188,0.0581863300731217,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
GOAL_AWARE_FINAL_PROJECTION,0,0,2,0.2857142857142857,0.0,18.479833602905277,9.85798076953888,0.4679201635728544,0.0605482629753437,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
GOAL_AWARE_FINAL_PROJECTION,0,0,3,0.4285714285714285,0.0,18.47991180419922,7.733020645046234,0.4656386309229067,0.0625095401320078,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
GOAL_AWARE_FINAL_PROJECTION,0,0,4,0.5714285714285714,0.0,18.4807243347168,6.047917168998718,0.4620365789341203,0.0644971746009117,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
GOAL_AWARE_FINAL_PROJECTION,0,0,5,0.7142857142857143,0.0,18.489437103271484,4.237767618560791,0.45864082238138,0.06745704706052,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
GOAL_AWARE_FINAL_PROJECTION,0,0,6,0.8571428571428571,0.0,18.20765686035156,4.166937333011627,0.4667795981086212,0.0712830943149155,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
GOAL_AWARE_FINAL_PROJECTION,0,0,7,1.0,0.0,0.0,4.166937333011627,0.4667795981086212,0.0712830943149155,1.0,1.0,0.0,1,0.0104061980382539,0.0920421539922244,2.392152455426575,0.0,0.0,0.4667795981086212,0.4655523222847427,0.0712830943149155,0.0410570752041252,4.166937333011627,0.0,,0.0,0.0,,,,,0.0
PLAIN_FM,0,1,0,0.0,0.0,19.77194595336914,15.867670339012149,0.4426117901474289,0.0387672642581521,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
PLAIN_FM,0,1,1,0.1428571428571428,0.0,19.747652053833008,14.21192125644684,0.4469880571235585,0.0415876911120487,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
PLAIN_FM,0,1,2,0.2857142857142857,0.0,19.807626724243164,10.801270168685914,0.4461361245689939,0.0461506712719504,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
PLAIN_FM,0,1,3,0.4285714285714285,0.0,19.856895446777344,7.345973413848877,0.444068433012421,0.0491934046682017,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
PLAIN_FM,0,1,4,0.5714285714285714,0.0,19.935142517089844,4.053745430374145,0.4414959289824884,0.0518779799099906,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
PLAIN_FM,0,1,5,0.7142857142857143,0.0,20.05366516113281,1.7864026245117186,0.4404308112789675,0.0540463078471915,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
PLAIN_FM,0,1,6,0.8571428571428571,0.0,19.919696807861328,0.2275168464660644,0.448154549978916,0.0542539540896924,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,0.0
ORIGINAL_SAFEFLOWMPC,0,1,0,0.0,0.0,19.77194595336914,15.867670339012149,0.4426117901474289,0.0387672642581521,1.0,1.0,0.0,1,0.0042685290100052,0.0103019750094972,13.173689864206688,0.0,0.0,0.4426117901474289,1.6204917378353485,0.0387672642581521,0.3814229675322609,15.867670339012149,0.0,,0.0,0.0,,,,,0.0
ORIGINAL_SAFEFLOWMPC,0,1,1,0.1428571428571428,0.0,10.707441329956056,4.210137885475159,0.4724115109216037,0.0613742748667723,1.0,1.0,0.0,1,0.0071987049886956,0.0078187500475905,1.7497385983211946,0.0,0.0,0.4724115109216037,1.160193803748803,0.0613742748667723,0.3775939015088011,4.210137885475159,0.0,,0.0,0.0,,,,,0.0
ORIGINAL_SAFEFLOWMPC,0,1,2,0.2857142857142857,0.0,9.483936309814451,3.505641382598877,0.4821541283909748,0.072934752566667,1.0,1.0,0.0,1,0.0040141129866242,0.0046205690014176,0.4185798711124063,0.0,0.0,0.4821541283909748,0.924759873703932,0.072934752566667,0.2079088249509616,3.505641382598877,0.0,,0.0,0.0,,,,,0.0
ORIGINAL_SAFEFLOWMPC,0,1,3,0.4285714285714285,0.0,9.23983097076416,2.193300288581848,0.4818010244218129,0.0764251288558819,1.0,1.0,0.0,1,0.0040051729883998,0.0046111789997667,0.262072600080199,0.0,0.0,0.4818010244218129,0.7890295455767996,0.0764251288558819,0.1526646664457248,2.193300288581848,0.0,,0.0,0.0,,,,,0.0
ORIGINAL_SAFEFLOWMPC,0,1,4,0.5714285714285714,0.0,9.52634334564209,1.860518318080902,0.4812418071212521,0.0781412073835804,1.0,1.0,0.0,1,0.0040488939848728,0.0046487689833156,0.3798043480922078,0.0,0.0,0.4812418071212521,0.6912435061820481,0.0781412073835804,0.0908379857091451,1.860518318080902,0.0,,0.0,0.0,,,,,0.0
ORIGINAL_SAFEFLOWMPC,0,1,5,0.7142857142857143,0.0,10.2986421585083,1.5823634084701537,0.4808464436748577,0.080531684624724,1.0,1.0,0.0,1,0.0040848350035957,0.0046847109915688,0.731378858238161,0.0,0.0,0.4808464436748577,0.6256742396705542,0.080531684624724,0.0634102696638462,1.5823634084701537,0.0026595259039656,,0.0,0.0,,,,,0.0
ORIGINAL_SAFEFLOWMPC,0,1,6,0.8571428571428571,0.0,12.988914489746094,0.3479607519149779,0.4962083200840888,0.075303452851869,1.0,1.0,0.0,1,0.0039870930486358,0.0045929789775982,1.2930124480085563,0.0,0.0,0.4962083200840888,0.5944251687510713,0.075303452851869,0.084651060076699,0.3479607519149779,0.0020291040528315,,0.0,0.0,,,,,0.0
POV_L05_ALWAYS,0,1,0,0.0,0.5,19.77194595336914,15.867670339012149,0.4426117901474289,0.0387672642581521,1.0,1.0,0.0,3,0.029050085984636,0.2732983690220862,4.690727741527184,4.690727710723877,2.3453638553619385,0.4426117901474289,0.6496911232748113,0.0387672642581521,0.0963981680442444,15.867670339012149,0.0042924990807931,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,1,1,0.1428571428571428,0.5,19.8847713470459,14.390239578151704,0.4488446479556784,0.0398052952668828,1.0,1.0,0.0,4,0.0380486380890943,0.3658348449971527,4.173483091089372,4.869063854217529,2.434531688690185,0.4488446479556784,0.2688163246707344,0.0398052952668828,0.0324864067612721,14.390239578151704,0.004550910042925,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,1,2,0.2857142857142857,0.5,20.147687911987305,11.483809661531447,0.4462382409313318,0.0404457639067675,1.0,1.0,0.0,3,0.0288167900289408,0.2729093090165406,3.33422008225065,4.66790771484375,2.333953857421875,0.4462382409313318,0.5910441867700671,0.0404457639067675,0.0088172244894669,11.483809661531447,0.0,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,1,3,0.4285714285714285,0.5,20.38926315307617,8.711995046997071,0.4430771974845678,0.0410594558820604,1.0,1.0,0.0,2,0.0180425429716706,0.180305239977315,4.33436638480037,7.585141181945801,3.792570590972901,0.4430771974845678,0.5260032728638565,0.0410594558820604,0.133103650779667,8.711995046997071,0.0017720368457836,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,1,4,0.5714285714285714,0.5,20.896469116210938,5.640202921295166,0.4458045415874287,0.0413580128523504,1.0,1.0,0.0,2,0.0204711459809914,0.1829079480376094,3.0396187425829,7.092443466186523,3.5462217330932617,0.4458045415874287,0.5835777525203865,0.0413580128523504,0.0956994201050534,5.640202921295166,0.0,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,1,5,0.7142857142857143,0.5,21.390722274780277,3.6916859563827513,0.4499319053011353,0.0384182952193843,1.0,1.0,0.0,1,0.0103557860129512,0.091692635032814,2.646550771750617,9.262928009033203,4.631464004516602,0.4499319053011353,0.4553249042642779,0.0384182952193843,0.022204344245683,3.6916859563827513,0.0,,0.0,1.0,,,,,0.0
POV_L05_ALWAYS,0,1,6,0.8571428571428571,0.5,22.028499603271484,3.2699950155258177,0.4674194714699823,0.0327232506938229,1.0,1.0,0.0,2,0.0190494289854541,0.181649854988791,4.003127366483523,28.021892547607425,14.010945320129396,0.4674194714699823,0.5273348013525885,0.0327232506938229,0.0099426227460133,3.2699950155258177,0.0044243792511573,,0.0,1.0,,,,,0.0
POV_L05_ADAPTIVE,0,1,0,0.0,0.5,19.77194595336914,15.867670339012149,0.4426117901474289,0.0387672642581521,1.0,1.0,0.0,3,0.0289020319469273,0.2725561499828473,4.690727741527184,4.690727710723877,2.3453638553619385,0.4426117901474289,0.6496911232748113,0.0387672642581521,0.0963981680442444,15.867670339012149,0.0042924990807931,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,1,1,0.1428571428571428,0.5,19.8847713470459,14.390239578151704,0.4488446479556784,0.0398052952668828,1.0,1.0,0.0,4,0.0381026290124282,0.364653195021674,4.173483091088434,4.869063854217529,2.434531688690185,0.4488446479556784,0.2688163246707721,0.0398052952668828,0.0324864067612714,14.390239578151704,0.0045509100429279,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,1,2,0.2857142857142857,0.5,20.147687911987305,11.483809661531447,0.4462382409313318,0.0404457639067675,1.0,1.0,0.0,3,0.0297054929542355,0.2810704989824444,3.33422008225065,4.66790771484375,2.333953857421875,0.4462382409313318,0.5910441867700671,0.0404457639067675,0.0088172244894669,11.483809661531447,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,1,3,0.4285714285714285,0.5,20.38926315307617,8.711995046997071,0.4430771974845678,0.0410594558820604,1.0,1.0,0.0,2,0.0180004720459692,0.1817187169799581,4.33436638480037,7.585141181945801,3.792570590972901,0.4430771974845678,0.5260032728638565,0.0410594558820604,0.133103650779667,8.711995046997071,0.0017720368457836,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,1,4,0.5714285714285714,0.5,20.896469116210938,5.640202921295166,0.4458045415874287,0.0413580128523504,1.0,1.0,0.0,2,0.0204656159621663,0.1824945469852537,3.0396187425829,7.092443466186523,3.5462217330932617,0.4458045415874287,0.5835777525203865,0.0413580128523504,0.0956994201050534,5.640202921295166,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,1,5,0.7142857142857143,0.5,21.390722274780277,3.6916859563827513,0.4499319053011353,0.0384182952193843,1.0,1.0,0.0,1,0.0103854769840836,0.0916531839757226,2.646550771750617,9.262928009033203,4.631464004516602,0.4499319053011353,0.4553249042642779,0.0384182952193843,0.022204344245683,3.6916859563827513,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L05_ADAPTIVE,0,1,6,0.8571428571428571,0.5,22.028499603271484,3.2699950155258177,0.4674194714699823,0.0327232506938229,1.0,1.0,0.0,2,0.0190034880070015,0.1814296590164303,4.003127366483523,28.021892547607425,14.010945320129396,0.4674194714699823,0.5273348013525885,0.0327232506938229,0.0099426227460133,3.2699950155258177,0.0044243792511573,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,1,0,0.0,0.25,19.77194595336914,15.867670339012149,0.4426117901474289,0.0387672642581521,1.0,1.0,0.0,3,0.028872991038952,0.2723125930060632,4.690727741527184,4.690727710723877,1.1726818084716797,0.4426117901474289,0.6496911232748113,0.0387672642581521,0.0963981680442444,15.867670339012149,0.0042924990807931,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,1,1,0.1428571428571428,0.25,19.81583595275879,14.21456710662842,0.4478367010677619,0.0408009871583751,1.0,1.0,0.0,3,0.029157017939724,0.2735594259575009,3.4625825649506683,4.039679527282715,1.0099198818206787,0.4478367010677619,0.3089732052735425,0.0408009871583751,0.0176619049007184,14.21456710662842,0.0021988574793789,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,1,2,0.2857142857142857,0.25,19.959373474121094,11.144690823221207,0.4472443476025707,0.0438204094631756,1.0,1.0,0.0,4,0.038746775011532,0.3632966100121848,4.117689454338375,5.76476526260376,1.4411911964416504,0.4472443476025707,0.2213652196986253,0.0438204094631756,0.0146246447985959,11.144690823221207,0.0045287084340257,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,1,3,0.4285714285714285,0.25,20.164512634277344,7.950817060136795,0.4436296403035776,0.0444520459088266,1.0,1.0,0.0,2,0.0204322549398057,0.1840381160145625,3.7156966141602346,6.502468585968018,1.6256173849105835,0.4436296403035776,0.5723266713130294,0.0444520459088266,0.1233581610351346,7.950817060136795,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,1,4,0.5714285714285714,0.25,20.360578536987305,4.85040680732727,0.4389712574363755,0.0449129946683581,1.0,1.0,0.0,1,0.0104087180225178,0.0917230449849739,2.293331203593353,5.3511061668396,1.3377764225006104,0.4389712574363755,0.4582330346109683,0.0449129946683581,0.03229155174136,4.85040680732727,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
POV_L025_ADAPTIVE,0,1,5,0.7142857142857143,0.25,20.590620040893555,2.336464386844635,0.4377655041329179,0.0469126376925247,1.0,1.0,0.0,2,0.0189302869839593,0.1811883829650469,3.300277653596229,11.550971031188965,2.8877429962158203,0.4377655041329179,0.3794467538879431,0.0469126376925247,0.0619674084401558,2.336464386844635,0.004154657916819,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
