method,task_id,seed,state,collision,min_clearance,terminal_goal_error,state_json
L1_NO_REPLACE,1,4,z_star,0.0,0.021771222375274957,0.14634312323320245,"[[-0.295876139272522,0.784476251405588,0.6356145568471199,-1.1216661325332835,0.6564454124891349,1.3187620233453692,1.8457148247502577],[-0.29525915909925304,0.7846447030341358,0.6350317738134856,-1.1215823453856784,0.6569957326421255,1.3192629164296512,1.8463229092409026],[-0.2871470227164577,0.7872832109655603,0.6277189956539221,-1.1199596144473336,0.6644091026271264,1.325994324887024,1.8540015402569379],[-0.2640552657495325,0.7985870759156168,0.6097381192759393,-1.1097719110517132,0.6878235469165115,1.346340021855121,1.8725941572461633],[-0.23127148397730815,0.817616085893309,0.5802956752418372,-1.0819611204147759,0.7324281471326625,1.3767663277819278,1.8934072057574676],[-0.2025840927659538,0.8350464270840071,0.5402339116601125,-1.0369877717605511,0.7949912880362139,1.4059183189981659,1.902695180812902],[-0.19247530764945484,0.8436571017101648,0.494685517884459,-0.977298081623215,0.8642182815154414,1.4226707446596358,1.8866254474727957],[-0.21446032403990792,0.8409330316938473,0.4444916632432828,-0.9070975920863236,0.9299625321075178,1.4219589830960702,1.8338934622629706],[-0.27488782502030595,0.8315039447105371,0.3859312392094144,-0.8380487268723882,0.9820998012702412,1.4080536397986398,1.744974066269934],[-0.36717807757545234,0.8252547515594699,0.31210132259015727,-0.7823610958863402,1.0090491867533304,1.3895718088464666,1.6317598090162955],[-0.4773817508424094,0.8338675203820012,0.22380630768511448,-0.7518854947299095,1.0091273699503425,1.37310802289152,1.5082528744801909],[-0.590814936052745,0.8636653936662927,0.13088552064137704,-0.7494475736392969,0.9867786043478044,1.3653537131747793,1.3887814748941103],[-0.6927869672451183,0.9089290161530302,0.04484432949222601,-0.7686182015851757,0.9490265141893415,1.367708476445336,1.2876668368883868],[-0.7694131206620695,0.9565802573086944,-0.02137989743673302,-0.799066599594705,0.908979549805348,1.377625892297075,1.2179364540335176],[-0.8155642236125541,0.9931784452909893,-0.060636844498217074,-0.8273428740878956,0.8796073004901143,1.3910266840108814,1.1813263841956858],[-0.8395788521059134,1.0140821848128831,-0.07851020813210187,-0.8446464906576018,0.8653722583877806,1.3989101786753853,1.1665919278111843]]"
L1_NO_REPLACE,1,4,hypothetical_l1_residual,0.0,0.02177121901467681,0.146343101281385,"[[-0.295876145362854,0.7844762802124023,0.6356145143508911,-1.1216660737991333,0.6564453840255737,1.3187620639801025,1.845714807510376],[-0.29525914788246155,0.7846447229385376,0.6350317001342773,-1.1215823888778687,0.6569957137107849,1.3192628622055054,1.8463228940963745],[-0.28714701533317566,0.787283182144165,0.627718985080719,-1.1199595928192139,0.6644091010093689,1.3259943723678589,1.854001522064209],[-0.2640552520751953,0.7985870838165283,0.6097381114959717,-1.109771966934204,0.6878235340118408,1.3463400602340698,1.8725941181182861],[-0.23127150535583496,0.8176161050796509,0.5802956819534302,-1.0819611549377441,0.7324281334877014,1.376766324043274,1.8934073448181152],[-0.20258408784866333,0.8350464105606079,0.5402339100837708,-1.0369877815246582,0.7949913740158081,1.4059183597564697,1.9026951789855957],[-0.1924753189086914,0.8436570763587952,0.4946855306625366,-0.9772981405258179,0.8642182350158691,1.4226707220077515,1.8866254091262817],[-0.2144603282213211,0.8409330248832703,0.4444916546344757,-0.907097578048706,0.9299625158309937,1.4219591617584229,1.8338934183120728],[-0.2748878300189972,0.8315039277076721,0.38593125343322754,-0.8380487561225891,0.9820997714996338,1.4080536365509033,1.7449740171432495],[-0.3671780824661255,0.8252547383308411,0.3121013343334198,-0.7823610901832581,1.0090491771697998,1.3895716667175293,1.6317596435546875],[-0.47738176584243774,0.8338675498962402,0.22380630671977997,-0.7518854737281799,1.0091273784637451,1.3731080293655396,1.5082528591156006],[-0.5908149480819702,0.8636654019355774,0.1308855265378952,-0.7494475841522217,0.9867786169052124,1.3653537034988403,1.3887814283370972],[-0.6927869915962219,0.9089289903640747,0.04484432935714722,-0.7686182260513306,0.9490265250205994,1.367708444595337,1.2876667976379395],[-0.7694131135940552,0.9565802812576294,-0.021379906684160233,-0.7990666627883911,0.9089795351028442,1.3776259422302246,1.2179362773895264],[-0.8155642151832581,0.9931784272193909,-0.060636844485998154,-0.8273428678512573,0.8796073198318481,1.3910267353057861,1.1813263893127441],[-0.8395788669586182,1.0140821933746338,-0.07851021736860275,-0.8446465134620667,0.8653722405433655,1.3989102840423584,1.1665918827056885]]"
L1_NO_REPLACE,1,4,hypothetical_l05_residual,0.0,0.033029085923609494,0.27615185431774536,"[[-0.2968393564224243,0.766796886920929,0.6341562271118164,-1.1247307062149048,0.6476923227310181,1.313466191291809,1.8334753513336182],[-0.2475782036781311,0.7727486491203308,0.6154212951660156,-1.1366926431655884,0.661798894405365,1.3206841945648193,1.8847883939743042],[-0.20598237216472626,0.7838002443313599,0.5980912446975708,-1.139830470085144,0.670595109462738,1.3410428762435913,1.9245221614837646],[-0.1685905158519745,0.8038732409477234,0.5733001828193665,-1.120513677597046,0.6974133849143982,1.3701645135879517,1.9567538499832153],[-0.13804447650909424,0.8258674144744873,0.5438259840011597,-1.0905227661132812,0.7459464073181152,1.4034230709075928,1.9722074270248413],[-0.12819938361644745,0.8441192507743835,0.5090667009353638,-1.0416090488433838,0.7966627478599548,1.4253090620040894,1.9636898040771484],[-0.1244891881942749,0.8525329232215881,0.4727729260921478,-0.9843220114707947,0.8621212840080261,1.4333992004394531,1.9287370443344116],[-0.16203442215919495,0.8557221293449402,0.437779039144516,-0.915946364402771,0.9245584607124329,1.4277191162109375,1.863257884979248],[-0.22307243943214417,0.8490356802940369,0.3851761221885681,-0.8484489917755127,0.9686771631240845,1.4148499965667725,1.7698527574539185],[-0.31288594007492065,0.8526854515075684,0.33256810903549194,-0.7974380254745483,1.009911060333252,1.3861862421035767,1.6533746719360352],[-0.40634945034980774,0.857369065284729,0.2585011124610901,-0.7564181089401245,1.022081971168518,1.372985601425171,1.5303332805633545],[-0.5204553604125977,0.86440110206604,0.1798577606678009,-0.7407770156860352,1.0158905982971191,1.3558919429779053,1.4128614664077759],[-0.6164100170135498,0.8796960115432739,0.1056712195277214,-0.7330602407455444,0.9908114075660706,1.3463321924209595,1.3081516027450562],[-0.7099140882492065,0.8942289352416992,0.03504866361618042,-0.7335285544395447,0.9587030410766602,1.3405373096466064,1.220047116279602],[-0.7692590355873108,0.9080336093902588,-0.02558474987745285,-0.733127236366272,0.9189704060554504,1.3368537425994873,1.1407060623168945],[-0.8161444664001465,0.9125262498855591,-0.07290574908256531,-0.7376105785369873,0.8880056738853455,1.3361173868179321,1.0730652809143066]]"
L05_REPLACE,1,4,x_before_terminal,1.0,-0.10852591234172519,0.40914649461788427,"[[-0.5273138284683228,0.6498058438301086,0.4969027042388916,-1.006966471672058,0.7397072911262512,1.2711906433105469,1.3746981620788574],[-0.2209867238998413,0.8274049758911133,0.4343419373035431,-0.926024317741394,0.4694446325302124,1.090345025062561,1.8170738220214844],[-0.20097972452640533,0.6792386770248413,0.37392139434814453,-1.0150420665740967,0.6437094211578369,1.4125261306762695,1.7412272691726685],[-0.17898336052894592,0.817861795425415,0.3539910316467285,-0.8443796634674072,0.6084949970245361,1.0622227191925049,1.8130288124084473],[0.13712447881698608,0.7931392788887024,0.33601200580596924,-1.2220619916915894,0.7897274494171143,1.3198503255844116,1.7450909614562988],[-0.25791919231414795,0.6215199828147888,0.25502219796180725,-1.0831389427185059,0.4546944797039032,1.2658549547195435,1.5761653184890747],[-0.34572261571884155,0.9822579622268677,0.4703942835330963,-0.8854153156280518,0.7637428641319275,1.2822376489639282,1.8891067504882812],[-0.10918940603733063,0.936030924320221,0.4642573893070221,-0.5677313804626465,0.9727098941802979,1.222429871559143,1.5977168083190918],[-0.4084956645965576,0.35400429368019104,0.17578336596488953,-0.8121908903121948,0.6874673366546631,1.1948978900909424,1.8409377336502075],[-0.09011565148830414,0.4183140695095062,0.21385954320430756,-0.8348032236099243,0.8765984773635864,0.8621532320976257,1.1802589893341064],[-0.2788354158401489,0.7961081266403198,0.39225614070892334,-0.3176581561565399,0.8317899107933044,1.2744417190551758,1.2105398178100586],[-0.646903932094574,0.8228855133056641,0.22429800033569336,-0.7809590697288513,0.8146954774856567,1.1553586721420288,1.1001102924346924],[-0.5937680006027222,0.5855336785316467,0.1611122339963913,-0.684741199016571,1.0046823024749756,1.136217474937439,1.0010358095169067],[-0.7680456638336182,0.7497466802597046,0.05582599341869354,-0.6241631507873535,0.7976661920547485,1.1143029928207397,0.953442394733429],[-0.6492071151733398,0.7528765797615051,0.04587529972195625,-0.6072232723236084,0.9098448753356934,0.9198830723762512,1.1162645816802979],[-0.8479489088058472,0.7642998695373535,-0.13252359628677368,-0.7508136034011841,0.8631570339202881,0.9679751396179199,1.0480033159255981]]"
L05_REPLACE,1,4,x1_raw,0.0,0.025870039791148602,0.4357681239076083,"[[-0.2959851622581482,0.7478893995285034,0.6319996118545532,-1.1289119720458984,0.6375739574432373,1.308241605758667,1.8238327503204346],[-0.19386720657348633,0.7597373723983765,0.5933598279953003,-1.1531693935394287,0.6661326885223389,1.3227980136871338,1.928583025932312],[-0.11259838938713074,0.7805421352386475,0.561663031578064,-1.1605937480926514,0.6761170029640198,1.3590118885040283,2.005751132965088],[-0.05423958599567413,0.8099239468574524,0.529583215713501,-1.1345317363739014,0.7088073492050171,1.3989481925964355,2.0553390979766846],[-0.023662373423576355,0.8361358642578125,0.49873849749565125,-1.099464774131775,0.7587375640869141,1.4345449209213257,2.0678353309631348],[-0.028826147317886353,0.8572326898574829,0.47171056270599365,-1.0473418235778809,0.8004900217056274,1.449901819229126,2.045959711074829],[-0.02997070550918579,0.8635168075561523,0.4440837800502777,-0.9926043748855591,0.859634280204773,1.4476079940795898,1.988146185874939],[-0.08380197733640671,0.8743795156478882,0.42767059803009033,-0.9270200729370117,0.9205931425094604,1.435341477394104,1.9105812311172485],[-0.14495179057121277,0.8724364042282104,0.3841226100921631,-0.8593243360519409,0.9565927982330322,1.424035668373108,1.8085585832595825],[-0.23469559848308563,0.8849887251853943,0.35551735758781433,-0.8107059597969055,1.01406729221344,1.3853859901428223,1.6917411088943481],[-0.31184160709381104,0.8804450631141663,0.2957121729850769,-0.7591758966445923,1.0391384363174438,1.3733181953430176,1.5642969608306885],[-0.42666083574295044,0.8630361557006836,0.23426488041877747,-0.729108452796936,1.051240086555481,1.3449132442474365,1.4498825073242188],[-0.5171173810958862,0.8454965353012085,0.17220109701156616,-0.6911976933479309,1.0396769046783447,1.3226349353790283,1.3386173248291016],[-0.6300193071365356,0.8248201608657837,0.09757737815380096,-0.6620217561721802,1.0157660245895386,1.2981736660003662,1.2291204929351807],[-0.7021076679229736,0.8126277327537537,0.013633720576763153,-0.6297614574432373,0.9644763469696045,1.2784441709518433,1.104626178741455],[-0.7735889554023743,0.800240159034729,-0.06122349947690964,-0.6222515106201172,0.913547158241272,1.2682173252105713,0.9818029999732971]]"
L05_REPLACE,1,4,z_star,0.0,0.017213011409422968,0.17551340028039147,"[[-0.295876139272522,0.784476251405588,0.6356145568471199,-1.1216661325332835,0.6564454124891349,1.3187620233453692,1.8457148247502577],[-0.29525811788051615,0.7846112331450712,0.6350308186446464,-1.1216242344619125,0.6569846022248166,1.3191446377982252,1.8463206862909753],[-0.28718254351892747,0.7868884876551453,0.6276606406732508,-1.1205010755678089,0.6641936081345552,1.3244808076293342,1.8539180728538243],[-0.26411090663755554,0.7977761645122698,0.6090504783853272,-1.111326040259304,0.6865895377143509,1.3424230408979647,1.8722137305593303],[-0.23091082532138557,0.8167493837127945,0.5799253875340478,-1.0837491936229446,0.7299107903570472,1.3708928487928427,1.8925751741552534],[-0.2008636738371696,0.833936159109838,0.5413595967042613,-1.0371261382577197,0.7918104939513078,1.3989348848925296,1.9015970266339222],[-0.1882475434036468,0.8413243817431687,0.4959304826236888,-0.9762966122300617,0.860797358771854,1.4156272500760863,1.885869860332508],[-0.20706228917238045,0.8364114385334174,0.4443889887074096,-0.9068531643557938,0.9271187203694781,1.416305306101127,1.8341705580260284],[-0.26423178138428755,0.8255654749779231,0.3855830373499436,-0.8385273525872781,0.981044636678086,1.4059467252180131,1.747151240119464],[-0.35336472667188523,0.8173862835501483,0.3145315956470533,-0.7823195697491699,1.0108150414226267,1.3932212939561073,1.636678101312114],[-0.4611026523438298,0.8208592354844794,0.2320459367679536,-0.7495021546463538,1.0151086869885824,1.3818344662414506,1.5161335769683149],[-0.5733452888220684,0.8434857858022534,0.14510826290434803,-0.7419038699267979,0.9971104608747742,1.3756457253440433,1.3993051116715087],[-0.6756273433460736,0.8828513667206009,0.06207875029659225,-0.755261193790123,0.9619789860598089,1.3757268889964855,1.3001374010642324],[-0.7542094158737654,0.9283870083692104,-0.004443315577984608,-0.7826160442622991,0.9226908642501093,1.3816410046938477,1.2312502258546252],[-0.8035042304077012,0.9670262165262878,-0.04599644003188143,-0.8110255954186429,0.8923248121421186,1.392178301346053,1.1945210844269951],[-0.8310418314467934,0.992249366961322,-0.06660150690353768,-0.8306997767113831,0.8763296572929058,1.3990822061352757,1.1792919464062037]]"
L05_REPLACE,1,4,hypothetical_l1_residual,0.0,0.01721300721556361,0.1755133957587885,"[[-0.295876145362854,0.7844762802124023,0.6356146335601807,-1.1216660737991333,0.6564453840255737,1.3187620639801025,1.845714807510376],[-0.295258104801178,0.7846112251281738,0.6350308060646057,-1.121624231338501,0.6569845676422119,1.319144606590271,1.846320629119873],[-0.2871825397014618,0.7868884801864624,0.6276606321334839,-1.1205010414123535,0.6641936302185059,1.3244807720184326,1.853918194770813],[-0.2641109228134155,0.7977761626243591,0.6090505123138428,-1.1113260984420776,0.6865895390510559,1.3424230813980103,1.8722137212753296],[-0.23091086745262146,0.8167493939399719,0.5799253582954407,-1.0837491750717163,0.7299107909202576,1.370892882347107,1.8925751447677612],[-0.20086368918418884,0.8339362144470215,0.541359543800354,-1.0371261835098267,0.7918105125427246,1.3989348411560059,1.901597023010254],[-0.18824756145477295,0.8413243293762207,0.4959304928779602,-0.976296603679657,0.8607973456382751,1.4156272411346436,1.8858698606491089],[-0.20706228911876678,0.8364114165306091,0.4443890154361725,-0.9068530797958374,0.927118718624115,1.4163053035736084,1.8341705799102783],[-0.26423177123069763,0.8255654573440552,0.3855830430984497,-0.8385273814201355,0.9810446500778198,1.4059467315673828,1.747151255607605],[-0.3533647656440735,0.817386269569397,0.3145315945148468,-0.7823195457458496,1.0108150243759155,1.393221378326416,1.6366780996322632],[-0.461102694272995,0.8208592534065247,0.23204593360424042,-0.7495021820068359,1.0151087045669556,1.3818345069885254,1.5161335468292236],[-0.5733453035354614,0.8434857726097107,0.14510826766490936,-0.7419038414955139,0.9971104860305786,1.3756457567214966,1.3993051052093506],[-0.6756273508071899,0.8828513622283936,0.062078751623630524,-0.7552611827850342,0.9619790315628052,1.3757269382476807,1.3001372814178467],[-0.7542094588279724,0.9283870458602905,-0.004443325102329254,-0.7826160192489624,0.9226908087730408,1.3816410303115845,1.231250286102295],[-0.803504228591919,0.9670262336730957,-0.045996446162462234,-0.8110256195068359,0.8923248052597046,1.3921782970428467,1.1945210695266724],[-0.8310418128967285,0.9922493696212769,-0.06660150736570358,-0.8306998014450073,0.8763296604156494,1.3990821838378906,1.1792919635772705]]"
L05_REPLACE,1,4,hypothetical_l05_residual,0.0,0.03316305441120575,0.30036593723946653,"[[-0.2959306538105011,0.7661828398704529,0.6338071227073669,-1.125288963317871,0.6470096707344055,1.3135018348693848,1.8347737789154053],[-0.24456265568733215,0.7721742391586304,0.6141952872276306,-1.1373968124389648,0.6615586280822754,1.3209713697433472,1.8874517679214478],[-0.19989046454429626,0.7837153077125549,0.5946618318557739,-1.140547513961792,0.6701552867889404,1.3417463302612305,1.9298347234725952],[-0.15917524695396423,0.8038500547409058,0.5693168640136719,-1.1229288578033447,0.6976984143257141,1.3706855773925781,1.9637764692306519],[-0.1272866129875183,0.8264425992965698,0.5393319129943848,-1.0916069746017456,0.7443241477012634,1.4027189016342163,1.9802052974700928],[-0.1148449182510376,0.8455844521522522,0.5065350532531738,-1.042233943939209,0.796150267124176,1.424418330192566,1.973778486251831],[-0.10910913348197937,0.8524205684661865,0.47000712156295776,-0.9844504594802856,0.8602157831192017,1.4316176176071167,1.937008023262024],[-0.14543212950229645,0.8553954362869263,0.4360297918319702,-0.9169365763664246,0.9238559007644653,1.425823450088501,1.8723759651184082],[-0.2045917809009552,0.8490009307861328,0.3848528265953064,-0.8489258289337158,0.968818724155426,1.4149912595748901,1.7778549194335938],[-0.29403015971183777,0.8511874675750732,0.33502447605133057,-0.7965127825737,1.0124411582946777,1.3893036842346191,1.6642096042633057],[-0.3864721655845642,0.8506521582603455,0.26387906074523926,-0.7543390393257141,1.0271235704421997,1.3775763511657715,1.540215253829956],[-0.5000030994415283,0.8532609939575195,0.18968656659126282,-0.7355061769485474,1.0241752862930298,1.3602795600891113,1.4245938062667847],[-0.5963723659515381,0.8641738891601562,0.11713992804288864,-0.7232294082641602,1.0008280277252197,1.3491809368133545,1.3193773031234741],[-0.6921143531799316,0.8766036033630371,0.04656702280044556,-0.7223188877105713,0.9692283868789673,1.3399072885513306,1.2301853895187378],[-0.7528059482574463,0.8898270130157471,-0.01618136465549469,-0.7203935384750366,0.9284005761146545,1.3353111743927002,1.149573564529419],[-0.802315354347229,0.8962447643280029,-0.06391250342130661,-0.7264756560325623,0.8949383497238159,1.333649754524231,1.0805474519729614]]"
L05_NO_REPLACE,1,4,x_before_terminal,1.0,-0.10852591234172519,0.40914649461788427,"[[-0.5273138284683228,0.6498058438301086,0.4969027042388916,-1.006966471672058,0.7397072911262512,1.2711906433105469,1.3746981620788574],[-0.2209867238998413,0.8274049758911133,0.4343419373035431,-0.926024317741394,0.4694446325302124,1.090345025062561,1.8170738220214844],[-0.20097972452640533,0.6792386770248413,0.37392139434814453,-1.0150420665740967,0.6437094211578369,1.4125261306762695,1.7412272691726685],[-0.17898336052894592,0.817861795425415,0.3539910316467285,-0.8443796634674072,0.6084949970245361,1.0622227191925049,1.8130288124084473],[0.13712447881698608,0.7931392788887024,0.33601200580596924,-1.2220619916915894,0.7897274494171143,1.3198503255844116,1.7450909614562988],[-0.25791919231414795,0.6215199828147888,0.25502219796180725,-1.0831389427185059,0.4546944797039032,1.2658549547195435,1.5761653184890747],[-0.34572261571884155,0.9822579622268677,0.4703942835330963,-0.8854153156280518,0.7637428641319275,1.2822376489639282,1.8891067504882812],[-0.10918940603733063,0.936030924320221,0.4642573893070221,-0.5677313804626465,0.9727098941802979,1.222429871559143,1.5977168083190918],[-0.4084956645965576,0.35400429368019104,0.17578336596488953,-0.8121908903121948,0.6874673366546631,1.1948978900909424,1.8409377336502075],[-0.09011565148830414,0.4183140695095062,0.21385954320430756,-0.8348032236099243,0.8765984773635864,0.8621532320976257,1.1802589893341064],[-0.2788354158401489,0.7961081266403198,0.39225614070892334,-0.3176581561565399,0.8317899107933044,1.2744417190551758,1.2105398178100586],[-0.646903932094574,0.8228855133056641,0.22429800033569336,-0.7809590697288513,0.8146954774856567,1.1553586721420288,1.1001102924346924],[-0.5937680006027222,0.5855336785316467,0.1611122339963913,-0.684741199016571,1.0046823024749756,1.136217474937439,1.0010358095169067],[-0.7680456638336182,0.7497466802597046,0.05582599341869354,-0.6241631507873535,0.7976661920547485,1.1143029928207397,0.953442394733429],[-0.6492071151733398,0.7528765797615051,0.04587529972195625,-0.6072232723236084,0.9098448753356934,0.9198830723762512,1.1162645816802979],[-0.8479489088058472,0.7642998695373535,-0.13252359628677368,-0.7508136034011841,0.8631570339202881,0.9679751396179199,1.0480033159255981]]"
L05_NO_REPLACE,1,4,x1_raw,0.0,0.025870039791148602,0.4357681239076083,"[[-0.2959851622581482,0.7478893995285034,0.6319996118545532,-1.1289119720458984,0.6375739574432373,1.308241605758667,1.8238327503204346],[-0.19386720657348633,0.7597373723983765,0.5933598279953003,-1.1531693935394287,0.6661326885223389,1.3227980136871338,1.928583025932312],[-0.11259838938713074,0.7805421352386475,0.561663031578064,-1.1605937480926514,0.6761170029640198,1.3590118885040283,2.005751132965088],[-0.05423958599567413,0.8099239468574524,0.529583215713501,-1.1345317363739014,0.7088073492050171,1.3989481925964355,2.0553390979766846],[-0.023662373423576355,0.8361358642578125,0.49873849749565125,-1.099464774131775,0.7587375640869141,1.4345449209213257,2.0678353309631348],[-0.028826147317886353,0.8572326898574829,0.47171056270599365,-1.0473418235778809,0.8004900217056274,1.449901819229126,2.045959711074829],[-0.02997070550918579,0.8635168075561523,0.4440837800502777,-0.9926043748855591,0.859634280204773,1.4476079940795898,1.988146185874939],[-0.08380197733640671,0.8743795156478882,0.42767059803009033,-0.9270200729370117,0.9205931425094604,1.435341477394104,1.9105812311172485],[-0.14495179057121277,0.8724364042282104,0.3841226100921631,-0.8593243360519409,0.9565927982330322,1.424035668373108,1.8085585832595825],[-0.23469559848308563,0.8849887251853943,0.35551735758781433,-0.8107059597969055,1.01406729221344,1.3853859901428223,1.6917411088943481],[-0.31184160709381104,0.8804450631141663,0.2957121729850769,-0.7591758966445923,1.0391384363174438,1.3733181953430176,1.5642969608306885],[-0.42666083574295044,0.8630361557006836,0.23426488041877747,-0.729108452796936,1.051240086555481,1.3449132442474365,1.4498825073242188],[-0.5171173810958862,0.8454965353012085,0.17220109701156616,-0.6911976933479309,1.0396769046783447,1.3226349353790283,1.3386173248291016],[-0.6300193071365356,0.8248201608657837,0.09757737815380096,-0.6620217561721802,1.0157660245895386,1.2981736660003662,1.2291204929351807],[-0.7021076679229736,0.8126277327537537,0.013633720576763153,-0.6297614574432373,0.9644763469696045,1.2784441709518433,1.104626178741455],[-0.7735889554023743,0.800240159034729,-0.06122349947690964,-0.6222515106201172,0.913547158241272,1.2682173252105713,0.9818029999732971]]"
L05_NO_REPLACE,1,4,z_star,0.0,0.017213011409421497,0.17551340028039117,"[[-0.295876139272522,0.784476251405588,0.6356145568471199,-1.1216661325332835,0.6564454124891349,1.3187620233453692,1.8457148247502577],[-0.29525811788051615,0.7846112331450711,0.6350308186446464,-1.1216242344619125,0.6569846022248166,1.3191446377982252,1.8463206862909753],[-0.28718254351892747,0.786888487655145,0.6276606406732507,-1.120501075567809,0.6641936081345552,1.3244808076293337,1.8539180728538245],[-0.2641109066375556,0.797776164512269,0.6090504783853274,-1.1113260402593044,0.6865895377143508,1.342423040897964,1.8722137305593307],[-0.2309108253213854,0.8167493837127927,0.5799253875340484,-1.083749193622945,0.7299107903570465,1.3708928487928422,1.8925751741552543],[-0.2008636738371685,0.833936159109835,0.541359596704261,-1.0371261382577202,0.7918104939513062,1.398934884892529,1.9015970266339233],[-0.18824754340364414,0.8413243817431645,0.495930482623686,-0.9762966122300621,0.8607973587718507,1.4156272500760854,1.8858698603325095],[-0.2070622891723759,0.8364114385334128,0.44438898870740373,-0.9068531643557942,0.9271187203694733,1.4163053061011255,1.83417055802603],[-0.26423178138428255,0.8255654749779198,0.38558303734993615,-0.8385273525872787,0.9810446366780808,1.4059467252180116,1.7471512401194649],[-0.35336472667188273,0.8173862835501472,0.31453159564704675,-0.7823195697491707,1.0108150414226222,1.3932212939561068,1.6366781013121146],[-0.46110265234383085,0.8208592354844803,0.23204593676795024,-0.7495021546463546,1.0151086869885797,1.3818344662414515,1.5161335769683144],[-0.5733452888220723,0.8434857858022552,0.1451082629043482,-0.7419038699267979,0.9971104608747736,1.375645725344045,1.3993051116715076],[-0.6756273433460793,0.8828513667206024,0.06207875029659449,-0.7552611937901217,0.96197898605981,1.3757268889964873,1.300137401064231],[-0.754209415873772,0.9283870083692118,-0.00444331557798168,-0.7826160442622973,0.9226908642501115,1.3816410046938494,1.2312502258546236],[-0.8035042304077072,0.9670262165262894,-0.04599644003187837,-0.8110255954186409,0.8923248121421209,1.3921783013460545,1.1945210844269938],[-0.8310418314467981,0.9922493669613236,-0.06660150690353446,-0.8306997767113813,0.8763296572929079,1.3990822061352772,1.1792919464062026]]"
L05_NO_REPLACE,1,4,hypothetical_l1_residual,0.0,0.01721300721556361,0.1755133957587885,"[[-0.295876145362854,0.7844762802124023,0.6356146335601807,-1.1216660737991333,0.6564453840255737,1.3187620639801025,1.845714807510376],[-0.295258104801178,0.7846112251281738,0.6350308060646057,-1.121624231338501,0.6569845676422119,1.319144606590271,1.846320629119873],[-0.2871825397014618,0.7868884801864624,0.6276606321334839,-1.1205010414123535,0.6641936302185059,1.3244807720184326,1.853918194770813],[-0.2641109228134155,0.7977761626243591,0.6090505123138428,-1.1113260984420776,0.6865895390510559,1.3424230813980103,1.8722137212753296],[-0.23091086745262146,0.8167493939399719,0.5799253582954407,-1.0837491750717163,0.7299107909202576,1.370892882347107,1.8925751447677612],[-0.20086368918418884,0.8339362144470215,0.541359543800354,-1.0371261835098267,0.7918105125427246,1.3989348411560059,1.901597023010254],[-0.18824756145477295,0.8413243293762207,0.4959304928779602,-0.976296603679657,0.8607973456382751,1.4156272411346436,1.8858698606491089],[-0.20706228911876678,0.8364114165306091,0.4443890154361725,-0.9068530797958374,0.927118718624115,1.4163053035736084,1.8341705799102783],[-0.26423177123069763,0.8255654573440552,0.3855830430984497,-0.8385273814201355,0.9810446500778198,1.4059467315673828,1.747151255607605],[-0.3533647656440735,0.817386269569397,0.3145315945148468,-0.7823195457458496,1.0108150243759155,1.393221378326416,1.6366780996322632],[-0.461102694272995,0.8208592534065247,0.23204593360424042,-0.7495021820068359,1.0151087045669556,1.3818345069885254,1.5161335468292236],[-0.5733453035354614,0.8434857726097107,0.14510826766490936,-0.7419038414955139,0.9971104860305786,1.3756457567214966,1.3993051052093506],[-0.6756273508071899,0.8828513622283936,0.062078751623630524,-0.7552611827850342,0.9619790315628052,1.3757269382476807,1.3001372814178467],[-0.7542094588279724,0.9283870458602905,-0.004443325102329254,-0.7826160192489624,0.9226908087730408,1.3816410303115845,1.231250286102295],[-0.803504228591919,0.9670262336730957,-0.045996446162462234,-0.8110256195068359,0.8923248052597046,1.3921782970428467,1.1945210695266724],[-0.8310418128967285,0.9922493696212769,-0.06660150736570358,-0.8306998014450073,0.8763296604156494,1.3990821838378906,1.1792919635772705]]"
